Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1713643006.9,0,0,25.0,1.0,2.0,2.0,23.515546875,42.34816273426178,1010.6718135970019,21.48731038881319,18696.5
1713643008.86,0,0,24.0,1.0,2.0,2.0,23.510371093750003,42.403034428055626,1010.6676503320205,21.522044059659358,21230.0
1713643010.84,0,0,30.5,1.0,2.0,2.0,23.570234375,42.15292376648122,1010.6665746317568,21.531018523126036,25177.0
1713643012.86,0,0,21.5,1.0,2.0,2.0,23.62326171875,41.887822270166225,1010.674110925171,21.468144145573532,28939.5
1713643014.82,0,0,21.5,1.0,2.0,2.0,23.6653515625,41.65970277649478,1010.6766584418754,21.446890529795738,32211.5
1713643016.86,0,0,23.0,1.0,1.0,1.0,23.697285156249997,41.46560907428388,1010.674639550954,21.463733841617895,35252.0
1713643018.83,0,0,30.0,1.0,1.0,1.0,23.72052734375,41.30269545595953,1010.6730406451002,21.477073283336487,38116.5
1713643020.87,0,0,26.5,1.0,1.0,1.0,23.73615234375,41.16518832707855,1010.6736226567879,21.472217687380535,40528.0
1713643022.8,0,0,23.0,1.0,1.0,1.0,23.73615234375,41.16518832707855,1010.6736226567879,21.472217687380535,40528.0
1713643024.86,0,0,23.0,1.0,1.0,1.0,23.745624999999997,41.0647864439719,1010.6693052146852,21.508237534076056,43269.5
1713643026.84,0,0,22.5,1.0,1.0,1.0,23.75578125,40.984784540423846,1010.6738621460364,21.47021961230516,45820.0
1713643028.86,0,0,26.5,1.0,1.0,1.0,23.76330078125,40.919008930304614,1010.6706562959325,21.496965625213402,47834.5
1713643030.84,0,0,19.0,1.0,1.0,1.0,23.77365234375,40.86514083647462,1010.6694995019811,21.506616618996222,50056.5
1713643032.85,0,0,19.0,1.0,1.5,1.5,23.78244140625,40.805332765948336,1010.6692324053104,21.508845057153827,52129.0
1713643034.83,0,0,22.5,1.0,1.5,1.5,23.789667968750003,40.762728236636434,1010.6707170149396,21.496459065320966,54162.5
1713643036.86,0,0,26.0,1.0,2.0,2.0,23.79572265625,40.72579021359799,1010.6737310401109,21.471313448626983,55919.5
1713643038.84,0,0,26.0,1.0,2.0,2.0,23.79806640625,40.694241610070165,1010.6879088623009,21.353030544912073,58008.0
1713643040.86,0,0,26.0,0.0,1.0,1.0,23.8055859375,40.66614674061218,1010.6950438402087,21.293505153274666,59283.5
1713643042.83,0,0,26.0,0.0,1.0,1.0,23.813593750000003,40.64388910155852,1010.6986684819835,21.26326583104021,60810.5
1713643044.86,0,0,25.0,0.5,1.5,1.5,23.820234375,40.62148646550463,1010.6940223090766,21.30202752981895,62464.5
1713643046.84,0,0,25.0,0.5,1.5,1.5,23.8309765625,40.587972208770324,1010.6926405219309,21.313555379600615,63820.5
1713643048.86,0,0,21.5,1.0,2.0,2.0,23.84015625,40.56007243489148,1010.6947345057272,21.296085847626397,65264.0
1713643050.83,0,0,22.5,1.0,2.0,2.0,23.846015625,40.543372509458734,1010.69398033582,21.30237768266337,66695.5
1713643052.84,0,0,22.5,1.0,2.0,2.0,23.8548046875,40.51543763398859,1010.6876772116849,21.354963054734768,68355.0
1713643054.83,0,0,24.0,1.0,2.0,2.0,23.8596875,40.50152397536918,1010.6827387040432,21.39616397368006,69660.5
1713643056.86,0,0,25.0,1.0,2.0,2.0,23.866230468749997,40.47624097874471,1010.688274150036,21.34998293635613,70780.0
1713643058.84,0,0,22.5,1.0,2.0,2.0,23.873359375,40.45102444500147,1010.6809772010781,21.41085990620721,71967.5
1713643060.85,0,0,22.5,1.0,2.0,2.0,23.87873046875,40.44582795555647,1010.6820088337992,21.402253138579034,73001.5
1713643062.83,0,0,24.0,1.0,2.0,2.0,23.88419921875,40.42620956405513,1010.6832001684611,21.392314069619985,74261.5
1713643064.86,0,0,26.5,1.0,2.0,2.0,23.88859375,40.4180227514328,1010.6852194761663,21.37546741593016,75432.0
1713643066.83,0,0,24.5,1.0,2.0,2.0,23.89533203125,40.39854361681671,1010.6824541792344,21.39853770691412,76360.0
1713643068.86,0,0,30.5,1.0,2.0,2.0,23.900996093750003,40.38472294497853,1010.6753448834816,21.457849405159052,77204.5
1713643070.84,0,0,30.5,1.0,2.0,2.0,23.90724609375,40.376736609777794,1010.6709180921553,21.49478148396896,77959.5
1713643072.84,0,0,23.0,1.0,2.0,2.0,23.90724609375,40.376736609777794,1010.6709180921553,21.49478148396896,77959.5
1713643074.83,0,0,21.5,1.0,2.0,2.0,23.910664062499997,40.368446835626884,1010.6687529889084,21.512844703824264,79027.0
1713643076.86,0,0,30.5,1.0,3.0,3.0,23.9149609375,40.34294113676128,1010.6766459867926,21.44699443638219,79476.0
1713643078.84,0,0,24.0,1.0,3.0,3.0,23.91837890625,40.32888292862301,1010.6684467133048,21.515399931368478,80858.0
1713643080.84,0,0,24.0,1.0,2.5,2.5,23.92150390625,40.320564031365265,1010.6770081557065,21.44397291956861,81447.0
1713643082.83,0,0,21.5,1.0,2.5,2.5,23.92736328125,40.29811579462812,1010.6779756311303,21.43590142736396,82738.0
1713643084.86,0,0,28.5,0.5,1.5,1.5,23.929609375,40.286819728260156,1010.6833749281983,21.390856085560372,83684.5
1713643086.83,0,0,23.0,0.5,1.5,1.5,23.930390625,40.26671583311824,1010.6837912543584,21.387382755855207,84615.0
1713643088.89,0,0,20.0,0.0,2.0,2.0,23.931953125,40.2726510164044,1010.6734175701444,21.47392868755684,85435.0
1713643090.81,0,0,20.0,0.0,2.0,2.0,23.93400390625,40.25556827849228,1010.67160101852,21.489083930690036,85697.5
