Interval Start Time,Interval Number,Event Count
1710976802.2467248,0,0
1710976804.2467248,1,1
1710976814.256873,2,0
1710976824.2669945,3,2
1710976834.277134,4,0
1710976844.2872574,5,0
1710976854.2973993,6,0
1710976864.30748,7,0
1710976874.3176231,8,3
1710976884.327753,9,2
1710976894.3378606,10,0
1710976904.3479702,11,0
1710976914.358054,12,0
