Time,PM10,PM25,PM100,Temperature,Gas,Relative Humidity,Pressure,Altitude
1707956504.8476062,0,0,0,23.4471875,210632,43.63754245488671,1005.166669147786,67.51766701738792
1707956505.8587005,0,0,0,23.4481640625,210902,43.62569902289142,1005.1717242035179,67.4753064723488
1707956506.869847,0,0,0,23.44875,210498,43.6377202684524,1005.1744146072009,67.4527613973025
1707956507.8809965,0,1,1,23.44875,211172,43.64369787758608,1005.1607091942184,67.56761068071575
1707956508.8939579,0,1,1,23.4493359375,210498,43.637786949286685,1005.1702523003596,67.48764076367016
1707956509.9069824,0,1,1,23.446796875,210632,43.65543139557644,1005.1711571805329,67.48005802417383
1707956510.9199862,0,1,1,23.44328125,210767,43.64307547519282,1005.1687201443102,67.50047997923075
1707956511.9330997,0,1,1,23.443671875,210498,43.66105384773812,1005.1676584671545,67.50937666837301
1707956512.9461064,0,1,1,23.44015625,211037,43.66065361868546,1005.1635082590469,67.54415483868156
1707956513.9590921,0,1,1,23.438203125,210363,43.67238814907707,1005.1568245377676,67.60016374358935
1707956514.9720535,0,1,1,23.436640625,211444,43.67818897599592,1005.1490791771363,67.6650694555614
1707956515.9851158,0,0,0,23.43625,211308,43.70206155081904,1005.1467145557574,67.68488493819783
1707956516.9980276,0,0,0,23.4352734375,212125,43.707930083056986,1005.143372722163,67.71288950516795
1707956518.01089,0,0,0,23.4356640625,211444,43.71395459060086,1005.1577293286532,67.59258167029316
1707956519.024312,0,1,1,23.4341015625,212535,43.71975674590508,1005.1585496649375,67.58570732439817
1707956520.0374122,0,1,1,23.4317578125,211988,43.73145063388782,1005.1614932732546,67.56104018304165
1707956521.050259,0,1,1,23.4305859375,212125,43.725336487459764,1005.1612519318446,67.56306259755888
1707956522.0627236,0,1,1,23.42921875,212672,43.719200328350276,1005.1538323405929,67.62523814947141
1707956523.0755754,0,1,1,23.429609375,212810,43.71326470061162,1005.15791007925,67.59106699580607
1707956524.0886052,0,1,1,23.429609375,212261,43.73718653832949,1005.1596232050728,67.5767111593665
1707956525.101543,0,0,0,23.43078125,212535,43.749282345069915,1005.1615776772865,67.56033288661676
1707956526.114559,0,0,0,23.4325390625,212261,43.76742776347267,1005.1696487895887,67.4926980827241
1707956527.127534,0,0,0,23.4337109375,212810,43.79149112585658,1005.1698901367023,67.49067563409021
1707956528.1405616,0,0,0,23.434296875,213361,43.80352412840572,1005.1725805166003,67.46813072505009
1707956529.1535769,0,0,0,23.4346875,213500,43.79758552744921,1005.1766582920319,67.43395977927885
1707956530.1665745,0,0,0,23.4346875,213638,43.7856197996271,1005.174945151872,67.44831553886735
1707956531.17956,0,0,0,23.4372265625,213361,43.761980468304316,1005.1808930275823,67.39847365779295
1707956532.1925783,0,0,0,23.4378125,213916,43.76204729316964,1005.1784439776972,67.41899612447422
1707956533.2056348,0,0,0,23.43703125,213638,43.74401366610358,1005.1702884007457,67.48733824856811
1707956534.218642,0,0,0,23.43625,213638,43.743924596057056,1005.1741248496062,67.45518950890816
1707956535.231596,0,0,0,23.4378125,213916,43.7441027368761,1005.1750176808486,67.44770776066763
1707956536.2446437,0,0,0,23.4407421875,213361,43.732474713237295,1005.1764775772556,67.43547413073058
1707956537.2577116,0,0,0,23.442109375,213916,43.72664983949664,1005.1719051643046,67.473790053581
1707956538.2706017,0,0,0,23.445234375,214194,43.72102548392805,1005.168551241294,67.5018953596773
1707956539.283635,0,0,0,23.447578125,214055,43.71531224331828,1005.1604679364917,67.56963239525085
1707956540.2959604,0,0,0,23.450703125,213777,43.71566837688334,1005.1673929445105,67.51160170794867
1707956541.3090022,0,0,0,23.451875,214194,43.71580192996305,1005.1693473844957,67.49522380778023
1707956542.3219965,0,0,0,23.453828125,214753,43.692104893415305,1005.1743179771081,67.45357113839624
1707956543.335009,0,0,0,23.454609375,214473,43.70415330076926,1005.1739077485352,67.45700877351571
1707956544.3480635,0,0,0,23.4563671875,214473,43.71033364069511,1005.1699866262362,67.48986706796894
1707956545.3611915,0,0,0,23.45734375,215033,43.698485028100436,1005.1733285192141,67.46186260375238
